ID,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
636,2018,Audi,Q5,110581,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,10.4L/100km,8.6L/100km,30301
637,2018,Audi,A4,67000,Sedan,2.0L 4-Cyl Engine,Automatic,AWD,Blue,Tan,5,4,Gas,10.0L/100km,7.0L/100km,30450
638,2018,Audi,A5,79308,Coupe,4 Cylinder,Automatic,AWD,Black,Black,5,2,Gas,10.0L/100km,7.0L/100km,30800
639,2017,Audi,A4,49000,Sedan,2.0L 4-Cyl Engine,Automatic,AWD,Black,White,5,4,Gas,9.8L/100km,7.7L/100km,30850
640,2018,Audi,A6,78201,Sedan,2.0L 4cyl,8 Speed Automatic,AWD,Moonlight Blue Metallic,Black,5,4,Gas,10.6L/100km,7.5L/100km,30995
641,2017,Audi,Q7,126000,SUV,3.0L,Automatic,AWD,Black,Black,7,4,Gas,12.6L/100km,9.4L/100km,31888
642,2020,Audi,A3,77737,Sedan,4 Cylinder Engine,Automatic,AWD,White,Black,5,4,Gas,10.8L/100km,8.0L/100km,31888
643,2022,Audi,e-tron,12334,Sedan,Electric Motor,Automatic,AWD,Daytona Gray Pearl Effect,Black,5,4,Electric,9.8L/100km,8.7L/100km,138888
644,2017,Audi,SQ5,118000,SUV,3.0L V6 Cylinder Engine,Automatic,AWD,Daytona Gray Pearl Effect,Black,5,4,Gas,14.1L/100km,9.9L/100km,31950
645,2018,Audi,Q3,56294,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,Automatic,AWD,White,Brown,5,4,Gas,11.9L/100km,8.4L/100km,31998
646,2018,Audi,A3,94650,Hatchback,Intercooled Turbo Gas/Electric I-4 1.4 L/85,Automatic,FWD,Florett Silver Metallic,Black,5,4,Gas Hybrid,6.8L/100km,6.0L/100km,32000
647,2018,Audi,Q5,108000,SUV,2.0L 4-Cyl Engine,Automatic,AWD,Blue,Black,5,4,Gas,10.4L/100km,8.6L/100km,32450
648,2017,Audi,Q7,137132,SUV,V6 Cylinder Engine,Automatic,AWD,Black,Beige,7,4,Gas,12.6L/100km,9.4L/100km,32880
649,2018,Audi,S3,86617,Sedan,4 Cylinder Engine,7 Speed Automatic,AWD,Blue,Dark Grey,5,4,Gas,10.6L/100km,8.3L/100km,32888
650,2019,Audi,A4,25520,Sedan,4 Cylinder Engine,Automatic,AWD,White,Black,5,4,Gas,10.0L/100km,7.0L/100km,32907
651,2014,Audi,RS,144860,Coupe,4.2L,7 Speed Automatic,AWD,Black,Black,5,2,Gas,9.8L/100km,8.7L/100km,32950
652,2019,Audi,A4,44515,Sedan,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,10.0L/100km,7.0L/100km,32988
653,2019,Audi,S5,53393,Coupe,V6 Cylinder Engine,8 Speed Automatic,SUV,Glacier White Metallic,Black,5,4,Gas,11.3L/100km,8.0L/100km,50888
654,2019,Audi,A4,49756,Sedan,4 Cylinder Engine 2.0L,Automatic,AWD,Black,Black,5,4,Gas,10.0L/100km,7.0L/100km,32989
655,2019,Audi,A4,81729,Sedan,4 Cylinder Engine 2.0L,Automatic,AWD,White,Black,5,4,Gas,10.0L - 10.7L/100km,7.0L - 8.0L/100km,32989
656,2018,Audi,A4,87478,Station Wagon,4 Cylinder Engine,Automatic,AWD,Grey,Grey,5,4,Flexibleible,9.8L/100km,8.7L/100km,32989
657,2016,Audi,A8,99229,Sedan,3.0L 6cyl,8 Speed Automatic,AWD,Grey,Black,5,4,Gas,12.6L/100km,8.0L/100km,32995
658,2019,Audi,A4,23608,Sedan,4 Cylinder Engine,Automatic,AWD,Navarra Blue Metallic,Black,5,4,Gas,10.0L/100km,7.0L/100km,32998
659,2018,Audi,A5,111300,Sedan,2,Automatic,AWD,Blue,Grey,5,4,Gas,10.0L/100km,7.0L/100km,32999
660,2018,Audi,Q5,59665,SUV,2.0L L4 DOHC 16V,Automatic,AWD,Black,Black,5,4,Gas,10.4L/100km,8.6L/100km,32999
661,2018,Audi,A5,96633,Hatchback,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,Automatic,AWD,Black,Black,5,4,Gas,10.0L/100km,7.0L/100km,33552
662,2018,Audi,A4,20500,Sedan,2,Automatic,AWD,White,Brown,5,4,Gas,10.0L/100km,7.0L/100km,33880
663,2019,Audi,S5,97432,Coupe,V6 Cylinder Engine,8 Speed Automatic,AWD,Dark Blue,Grey,4,2,Gas,11.3L/100km,8.0L/100km,47999
664,2018,Audi,A5,62000,Coupe,4 Cylinder Engine,7 Speed Automatic,AWD,Blue,Black,4,2,Gas,10.0L/100km,7.0L/100km,33888
665,2018,Audi,S3,106522,Sedan,2,Automatic,AWD,Black,Red,5,4,Gas,10.6L/100km,8.3L/100km,33888
666,2020,Audi,A3,22612,Sedan,4 Cylinder Engine 2.0L,Automatic,AWD,Black,Black,5,4,Gas,10.8L/100km,8.0L/100km,33989
667,2018,Audi,A5,66840,Coupe,4 Cylinder Engine 2.0L,Automatic,AWD,Grey,Black,5,2,Gas,10.0L/100km,7.0L/100km,33989
668,2017,Audi,Q7,106183,SUV,3.0L 6cyl,8 Speed Automatic,AWD,Black,Black,7,4,Premium Unleaded,9.8L/100km,8.7L/100km,33999
669,2018,Audi,Q5,92000,SUV,4 Cylinder Engine,Automatic,AWD,White,Grey,5,4,Gas,10.4L/100km,8.6L/100km,34450
670,2017,Audi,Q7,112561,SUV,3,8 Speed Automatic,AWD,Black,Brown,5,4,Gas,12.6L/100km,9.4L/100km,34980
671,2019,Audi,A5,73284,Coupe,4 Cylinder Engine,Automatic,AWD,Black,Black,5,2,Gas,10.0L/100km,7.0L/100km,34988
672,2017,Audi,S5,137000,Coupe,3,Automatic,AWD,Black,Black,5,2,Gas,13.0L/100km,8.5L/100km,34990
673,2021,Audi,RS,10061,Sedan,Moteur à 8 cylindres 4.0L,Automatic,4x4,Grey,Black,5,4,Gas,9.8L/100km,8.7L/100km,155411
674,2019,Audi,Q5,86442,SUV,4 Cylinder,Automatic,AWD,Blue,Black,5,4,Gas,10.9L/100km,8.7L/100km,35399
676,2019,Audi,Q5,64279,SUV,2,Automatic,AWD,Black,Black,5,4,Gas,10.9L/100km,8.7L/100km,35950
677,2019,Audi,A3,22656,Sedan,2.0L 4-Cylinder TFSI,7 Speed Automatic,AWD,Florett Silver Metallic,Black,5,4,Gas,10.9L/100km,7.9L/100km,35979
678,2017,Audi,A3,77843,Convertible,220HP 2.0L 4 Cylinder Engine,Automatic,AWD,Mythos Black Metallic/Black Roof,Black,4,2,Gas,10.8L/100km,8.0L/100km,35988
679,2019,Audi,Q5,77311,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Black,Black,5,4,Gas,10.9L/100km,8.7L/100km,35989
680,2023,Audi,A5,6559,Hatchback,2L TURBO 4cyl.,Automatic,AWD,Mythos Black Metallic,Black,5,5,Gas,9.8L/100km,8.7L/100km,68917
681,2019,Audi,A6,77500,Sedan,V6 Cylinder Engine,Automatic,AWD,Blue,Black,5,4,Gas,9.8L/100km,8.7L/100km,49999
682,2019,Audi,S5,65000,Sedan,3.0L,Automatic,AWD,Black,Red,5,4,Gas,11.3L/100km,8.0L/100km,51880
683,2020,Audi,S4,35944,Sedan,V6 Cylinder Engine,Automatic,AWD,Tango Red Metallic,Black,5,4,Gas,11.8L/100km,8.9L/100km,54879
684,2021,Audi,Q7,20069,SUV,Intercooled Turbo Gas w/ Electric Assist V-6 3.0 L,Automatic,AWD,Daytona Grey Pearl Effect,Black,7,4,Gas,13.4L/100km,10.4L/100km,67998
685,2018,Audi,RS,71800,Coupe,Twin Turbo Premium Unleaded V-6 2.9 L/177,Automatic,AWD,Mythos Black Metallic,Black,4,2,Gas,9.8L/100km,8.7L/100km,65900
686,2023,Audi,RS,90,Sedan,0L,Automatic,AWD,Mythos Black Metallic,Black,5,5,Electric,9.8L/100km,8.7L/100km,219572
687,2023,Audi,Q8,90,SUV,3L TURBO 6cyl.,Automatic,AWD,Glacier White Metallic,Black,5,5,Gas,9.8L/100km,8.7L/100km,96003
688,2018,Audi,Q5,72028,SUV,4 Cylinder Engine,Automatic,AWD,Gray,Brown,5,4,Gas,10.4L/100km,8.6L/100km,33990
689,2020,Audi,Q3,67697,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,12.3L/100km,8.6L/100km,35989
690,2018,Audi,Q5,60227,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Black,Black,5,4,Gas,10.4L/100km,8.6L/100km,35990
691,2018,Audi,S5,119661,Hatchback,3.0L 6cyl,8 Speed Automatic,AWD,Grey,Black,5,4,Gas,11.5L/100km,8.0L/100km,35995
692,2018,Audi,Q5,74574,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,10.4L/100km,8.6L/100km,36590
693,2023,Audi,Q5,1450,SUV,2L TURBO 4cyl.,Automatic,AWD,Mythos Black Metallic,Black,5,5,Gas,9.8L/100km,8.7L/100km,64921
694,2019,Audi,Q5,89942,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Grey,Black,5,4,Gas,10.4L/100km,8.6L/100km,36590
695,2017,Audi,Q7,101123,SUV,6 Cylinder,Automatic,AWD,Black,Black,5,4,Gas,12.6L/100km,9.4L/100km,36800
696,2018,Audi,Q7,125807,SUV,V6 Cylinder Engine,Automatic,AWD,Graphite Grey Met,Black,5,4,Gas,12.6L/100km,9.4L/100km,36900
697,2018,Audi,A7,136634,Sedan,V6 Cylinder Engine 3.0L,Automatic,AWD,Grey,Black,5,4,Gas,11.5L/100km,8.2L/100km,36989
698,2019,Audi,A5,36466,Coupe,2.0L 4cyl,7 Speed Automatic with auto-shift,AWD,White,Red,4,2,Gas,10.0L/100km,7.0L/100km,36995
699,2020,Audi,Q3,65637,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,White,Black,5,4,Gas,12.3L/100km,8.6L/100km,37590
700,2019,Audi,A5,59000,Hatchback,4 Cylinder Engine,Automatic,AWD,Blue,Black,5,4,Gas,10.0L/100km,7.0L/100km,37777
701,2018,Audi,Q5,64000,SUV,4 Cylinder Engine,Automatic,AWD,White,Black,5,4,Gas,10.4L/100km,8.6L/100km,37777
702,2019,Audi,Q5,97000,SUV,4 Cylinder Engine,Automatic,AWD,White,Black,5,4,Gas,10.9L/100km,8.7L/100km,37777
703,2023,Audi,S5,1261,Coupe,V6 Cylinder Engine,8 Speed Automatic,AWD,Daytona Gray Pearl,Black,4,2,Gas,11.1L/100km,8.0L/100km,70995
704,2017,Audi,Q7,78011,SUV,6 Cylinder,Automatic,AWD,Black,Black,7,4,Gas,12.6L/100km,9.4L/100km,37800
705,2019,Audi,Q5,60493,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Blue,Black,5,4,Gas,10.9L/100km,8.7L/100km,37989
706,2018,Audi,Q7,116846,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Blue,Grey,5,4,Gas,12.6L/100km,9.4L/100km,37999
707,2018,Audi,S4,123000,Sedan,3.0L V6 Cylinder Engine,Automatic,AWD,Red,Black,5,4,Gas,11.5L/100km,8.0L/100km,38450
708,2020,Audi,A4,53364,Sedan,4 Cylinder Engine,Automatic,AWD,Grey,Black,5,4,Gas,10.0L/100km,7.3L/100km,38488
709,2019,Audi,Q5,41475,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,Automatic,AWD,Black,Black,5,4,Gas,10.9L/100km,8.7L/100km,38589
710,2019,Audi,Q5,70268,SUV,4 Cylinder Engine,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,10.4L/100km,8.6L/100km,38663
711,2019,Audi,Q3,46806,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/121,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,12.3L/100km,8.6L/100km,38887
712,2020,Audi,Q5,40892,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Black,Black,5,4,Gas,10.7L/100km,8.4L/100km,38888
713,2023,Audi,S3,250,Sedan,2L TURBO 4cyl.,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,10.2L/100km,7.3L/100km,63193
714,2018,Audi,Q7,121353,SUV,V6 Cylinder Engine,8 Speed Automatic,AWD,BLACK,Beige,7,4,Gas,12.6L/100km,9.4L/100km,38888
715,2019,Audi,A5,57000,Hatchback,4 Cylinder Engine,Automatic,AWD,Florett Silver Metallic,Black,5,4,Gas,10.0L/100km,7.0L/100km,38950
716,2019,Audi,Q3,66059,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/121,Automatic,AWD,White,Black,5,4,Gas,12.3L/100km,8.6L/100km,38998
717,2019,Audi,Q5,43000,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,Automatic,AWD,Moonlight Blue Metallic,Black,5,4,Gas,10.9L/100km,8.7L/100km,39575
718,2019,Audi,A5,52408,Coupe,4 Cylinder Engine 2.0L,Automatic,AWD,Black,Black,5,4,Gas,10.0L/100km,7.0L/100km,39590
719,2019,Audi,Q7,111522,SUV,6 Cylinder,Automatic,AWD,Florett Silver Metallic,Black,7,4,Gas,12.6L/100km,9.4L/100km,39800
720,2018,Audi,Q7,92025,SUV,4 Cylinder,Sequential,AWD,Glacier White Metallic,Black,5,4,Gas,12.2L/100km,9.5L/100km,39800
721,2018,Audi,S5,89535,Coupe,V6 Cylinder Engine,Automatic,SUV,Grey,Black,4,4,Gas,9.8L/100km,8.7L/100km,39888
722,2018,Audi,Q5,67879,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Black,Black,5,4,Gas,10.4L/100km,8.6L/100km,39888
723,2019,Audi,S5,69205,Hatchback,V6 Cylinder Engine,8 Speed Automatic,AWD,Brilliant Black,Black,5,4,Gas,11.3L/100km,8.0L/100km,46998
724,2020,Audi,Q5,57151,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Glacier White Metallic,Black,5,4,Gas,10.7L/100km,8.4L/100km,39998
725,2019,Audi,Q5,48869,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,10.4L/100km,8.6L/100km,40545
726,2019,Audi,Q7,119008,SUV,V6 Cylinder Engine,Automatic,AWD,Dark Grey,Black,7,4,Gas,12.6L/100km,9.4L/100km,40910
727,2020,Audi,Q5,75752,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Azorean Green Metallic,Brown,5,4,Gas,10.7L/100km,8.4L/100km,40989
728,2018,Audi,S5,106000,Hatchback,3.0L V6 Cylinder Engine,Automatic,AWD,Red,Black,5,4,Gas,11.5L/100km,8.0L/100km,41450
729,2018,Audi,Q7,88222,SUV,6 Cylinder,Automatic,AWD,Glacier White Metallic,Brown,5,4,Gas,12.6L/100km,9.4L/100km,41800
730,2019,Audi,S3,47757,Sedan,4 Cylinder,Automatic,AWD,Daytona Gray Pearl Effect,Black,5,4,Gas,10.7L/100km,8.0L/100km,41800
731,2017,Audi,A7,78000,Hatchback,3.0L V6 Cylinder Engine,Automatic,AWD,Gray,Black,4,4,Gas,9.8L/100km,8.7L/100km,41950
732,2018,Audi,A5,77987,Convertible,4 Cylinder Engine 2.0L,Automatic,AWD,Grey,Black,5,2,Gas,9.8L/100km,8.7L/100km,41989
733,2019,Audi,Q8,53319,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Black,Brown,5,4,Gas,9.8L/100km,8.7L/100km,57039
734,2018,Audi,Q7,93000,SUV,V6 Cylinder Engine,8 Speed Automatic,AWD,Dark Grey,Black,7,4,Gas,12.6L/100km,9.4L/100km,42499
735,2019,Audi,A5,42500,Hatchback,4 Cylinder Engine,7 Speed Automatic,AWD,Blue,Black,5,4,Gas,10.0L/100km,7.0L/100km,42500
736,2019,Audi,Q5,39638,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Grey,Black,5,4,Gas,10.9L/100km,8.7L/100km,42590
737,2014,Audi,S7,63960,Hatchback,8 Cylinder Engine,7 Speed Automatic,AWD,Black,Black,4,4,Gas,12.7L/100km,8.2L/100km,42888
738,2019,Audi,A6,84244,Sedan,V6 Cylinder Engine,Automatic,AWD,Grey,Beige,5,4,Gas,9.8L/100km,8.7L/100km,43588
739,2021,Audi,Q3,27413,SUV,4 Cylinder Engine,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,12.3L/100km,8.6L/100km,43847
740,2022,Audi,Q3,33000,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,White,Black,5,4,Gas,11.4L/100km,8.3L/100km,43880
741,2020,Audi,Q5,60000,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Blue,Black,5,4,Gas,10.7L/100km,8.4L/100km,43888
743,2019,Audi,Q7,63439,SUV,. L,Automatic,AWD,Orca Black Metallic,Black,5,2,Gas,12.6L/100km,9.4L/100km,50995
744,2020,Audi,Q5,46446,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,10.9L/100km,8.7L/100km,43888
745,2022,Audi,Q3,5912,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,11.4L/100km,8.3L/100km,43999
746,2018,Audi,A7,75534,Sedan,3,8 Speed Automatic,AWD,Gray,Black,5,4,Gas,11.5L/100km,8.2L/100km,44488
747,2019,Audi,A5,24675,Coupe,4 Cylinder Engine 2.0L,Automatic,AWD,Black,Black,5,4,Gas,10.0L/100km,7.0L/100km,44590
748,2021,Audi,Q3,12962,SUV,4 Cylinder Engine,Automatic,AWD,White,Black,5,4,Gas,10.6L/100km,7.7L/100km,44795
749,2019,Audi,Q5,19512,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Dark Green,Brown,5,4,Gas,10.9L/100km,8.7L/100km,44888
750,2018,Audi,SQ5,48000,SUV,V6 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,12.7L/100km,10.0L/100km,45777
751,2020,Audi,Q5,65000,SUV,2.0L,Automatic,AWD,Moonlight Blue Metallic,Black,5,4,Gas,10.9L/100km,8.7L/100km,45888
752,2019,Audi,S4,37000,Sedan,V6 Cylinder Engine,8 Speed Automatic,AWD,Florett Silver Metallic,Red,5,4,Gas,11.3L/100km,8.0L/100km,45888
753,2019,Audi,Q7,37471,SUV,I-4 cyl,8 Speed Automatic,AWD,Orca Black Metallic,Black,5,4,Premium Unleaded,12.2L/100km,9.5L/100km,49999
754,2018,Audi,S5,41358,Coupe,6 Cylinder,Sequential,AWD,Black,Red,5,2,Gas,11.5L/100km,8.0L/100km,46800
755,2020,Audi,A4,73000,Wagon,4 Cylinder Engine,7 Speed Automatic,AWD,Black,Black,5,4,Gas,10.0L/100km,7.4L/100km,46888
756,2019,Audi,S5,73518,Hatchback,V6 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,11.3L/100km,8.0L/100km,46988
757,2019,Audi,S5,69205,Hatchback,V6 Cylinder Engine,8 Speed Automatic,AWD,Brilliant Black,Black,5,4,Gas,11.3L/100km,8.0L/100km,46998
758,2020,Audi,S3,62000,Sedan,4 Cylinder Engine,7 Speed Automatic,AWD,Grey,Red,5,4,Gas,10.7L/100km,8.0L/100km,47800
759,2018,Audi,S5,105359,Convertible,3,7 Speed Automatic,AWD,Grey,Red,5,2,Gas,11.9L/100km,8.1L/100km,47888
760,2019,Audi,Q7,88000,SUV,V6 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,12.6L/100km,9.4L/100km,47950
761,2019,Audi,Q7,68208,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Black,Black,5,4,Gas,12.6L/100km,9.4L/100km,48504
762,2022,Audi,Q3,13966,SUV,4 Cylinder Engine,Automatic,AWD,Blue,Black,5,4,Gas,11.4L/100km,8.3L/100km,48588
763,2019,Audi,A3,95410,Sedan,4 Cylinder Engine,Automatic,AWD,White,Black,5,4,Gas,9.7L/100km,7.5L/100km,25990
764,2019,Audi,Q7,80625,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Florett Silver Metallic,Grey,5,4,Gas,12.6L/100km,9.4L/100km,48639
765,2020,Audi,S3,34177,Sedan,4 Cylinder Engine,Automatic,AWD,GRAY,Black,5,4,Gas,10.7L/100km,8.0L/100km,48888
766,2019,Audi,S5,65998,Hatchback,V6 Cylinder Engine,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,11.3L/100km,8.0L/100km,48900
767,2019,Audi,A6,49329,Sedan,V6 Cylinder Engine,7 Speed Automatic,AWD,Daytona Gray Pearl Effect,Black,5,4,Gas,9.8L/100km,8.7L/100km,49899
768,2021,Audi,Q5,28913,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,White,Beige,5,4,Gas,9.8L/100km,8.7L/100km,49995
769,2018,Audi,S5,75641,Convertible,Intercooled Turbo Premium Unleaded V-6 3.0 L/183,Automatic,AWD,Black,Black,4,2,Gas,11.9L/100km,8.1L/100km,49998
770,2019,Audi,A6,77500,Sedan,V6 Cylinder Engine,Automatic,AWD,Blue,Black,5,4,Gas,9.8L/100km,8.7L/100km,49999
771,2023,Audi,A3,1200,Sedan,2L TURBO 4cyl.,Automatic,AWD,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,50431
772,2022,Audi,Q5,14173,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Manhattan Gray Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,50821
773,2022,Audi,R8,180,Coupe,Moteur à 10 cylindres 5.2L,Automatic,RWD,Grey,Black,5,2,Gas,16.7L/100km,10.3L/100km,254991
774,2020,Audi,A5,29610,Coupe,4 Cylinder Engine 2.0L,Automatic,AWD,White,Grey,5,4,Gas,10.0L/100km,7.3L/100km,50989
775,2019,Audi,S5,17000,Hatchback,V6 Cylinder Engine,8 Speed Automatic,AWD,Grey,Black,5,4,Gas,11.3L/100km,8.0L/100km,51000
776,2022,Audi,Q5,9469,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Manhattan Gray Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,51253
777,2019,Audi,S5,65000,Sedan,3.0L,Automatic,AWD,Black,Red,5,4,Gas,11.3L/100km,8.0L/100km,51880
778,2019,Audi,S5,43000,Hatchback,V6 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,5,4,Gas,11.3L/100km,8.0L/100km,52880
779,2023,Audi,A4,3600,Sedan,2L TURBO 4cyl.,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,54129
780,2023,Audi,A4,1500,Sedan,2L TURBO 4cyl.,Automatic,AWD,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,54281
781,2023,Audi,A4,869,Sedan,2L TURBO 4cyl.,Automatic,AWD,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,54281
782,2023,Audi,A4,5890,Sedan,2L TURBO 4cyl.,Automatic,AWD,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,54281
783,2023,Audi,R8,180,Convertible,10 Cylinder Engine 5.2L,Automatic,RWD,Mythos Black Metallic,Black,5,2,Gas,16.6L/100km,10.2L/100km,279900
784,2019,Audi,Q7,47000,SUV,3.0L,Automatic,AWD,Black,Black,7,4,Gas,12.6L/100km,9.4L/100km,54799
785,2018,Audi,TT,15271,Convertible,4 Cylinder,Automatic,AWD,Glacier White Metallic,Black,5,2,Gas,10.1L/100km,7.8L/100km,54800
786,2020,Audi,S4,35944,Sedan,V6 Cylinder Engine,Automatic,AWD,Tango Red Metallic,Black,5,4,Gas,11.8L/100km,8.9L/100km,54879
787,2019,Audi,Q7,75413,SUV,3,8 Speed Automatic,AWD,Black,Black,7,4,Gas,12.6L/100km,9.4L/100km,54888
788,2023,Audi,Q5,8200,SUV,2L TURBO 4cyl.,Automatic,AWD,Manhattan Gray Metallic,Black,5,5,Gas,9.8L/100km,8.7L/100km,54969
789,2021,Audi,A5,4267,Coupe,Intercooled Turbo Gas w/ Electric Assist I-4 2.0 L,Automatic,AWD,White,Black,4,2,Gas,9.8L/100km,8.7L/100km,54998
790,2021,Audi,Q5,14000,SUV,2.0L,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,55899
791,2019,Audi,Q8,96810,SUV,3.0L 6cyl,8 Speed Automatic,AWD,Blue,Black,5,4,Premium Unleaded,9.8L/100km,8.7L/100km,55999
792,2019,Audi,Q8,88346,SUV,3,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,56888
793,2021,Audi,SQ5,53790,SUV,V6 Cylinder Engine,8 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,13.1L/100km,9.9L/100km,58888
794,2023,Audi,Q5,6500,SUV,2L TURBO 4cyl.,Automatic,AWD,Black,Black,5,5,Gas,9.8L/100km,8.7L/100km,56969
795,2019,Audi,Q8,53319,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Black,Brown,5,4,Gas,9.8L/100km,8.7L/100km,57039
796,2020,Audi,S4,45937,Sedan,6 Cylinder,Automatic,AWD,Blue,Grey,5,4,Gas,11.8L/100km,8.9L/100km,57800
797,2018,Audi,RS,67266,Sedan,5 Cylinder,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,12.4L/100km,8.3L/100km,57800
798,2019,Audi,Q8,69000,SUV,V6 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,57888
799,2020,Audi,Q7,46438,SUV,V6 Cylinder Engine,Automatic,SUV,Glacier White Metallic,Black,7,4,Gas,9.8L/100km,8.7L/100km,57998
800,2016,Audi,Q3,124105,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,White,Black,5,4,Gas,11.9L/100km,8.4L/100km,19994
801,2017,Audi,A3,102875,Sedan,2.0L L4 DOHC 16V,Automatic,AWD,Black,Black,5,4,Gas,9.1L/100km,6.8L/100km,18998
802,2019,Audi,Q5,86442,SUV,4 Cylinder,Automatic,AWD,Blue,Black,5,4,Gas,10.9L/100km,8.7L/100km,35399
803,2017,Audi,S3,77588,Sedan,4 Cylinder,Automatic,AWD,Gray,Black,5,4,Gas,11.0L/100km,8.5L/100km,35800
804,2023,Audi,e-tron,90,Sedan,0L,Automatic,AWD,Kemora Grey Metallic,Black,5,5,Electric,9.8L/100km,8.7L/100km,151796
805,2022,Audi,Q7,33,SUV,Intercooled Turbo Gas w/ Electric Assist V-6 3.0 L,Automatic,AWD,Mythos Black Metallic,Brown,7,4,Gas,9.8L/100km,8.7L/100km,75759
806,2017,Audi,RS,45500,Hatchback,8 Cylinder Engine,8 Speed Automatic,AWD,Misano Red Pearl Effect,Black,4,4,Gas,16.2L/100km,9.3L/100km,92777
807,2009,Audi,Q5,122929,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Brilliant Black,Black,5,4,Gas,11.5L/100km,9.0L/100km,12995
808,2011,Audi,Q5,145235,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Grey,Light Grey,5,4,Gas,11.5L/100km,9.0L/100km,15995
809,2019,Audi,A7,57517,Sedan,Intercooled Turbo Gas w/ Electric Assist V-6 3.0 L,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,57998
810,2019,Audi,A7,83000,Hatchback,V6 Cylinder Engine,7 Speed Automatic,AWD,Dark Grey,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,57999
811,2021,Audi,A5,17500,Sedan,2,Automatic,AWD,Gray,Black,5,4,Gas,9.8L/100km,8.7L/100km,58000
812,2020,Audi,SQ5,34250,SUV,Intercooled Turbo Premium Unleaded V-6 3.0 L/183,Automatic,AWD,Panther Black Crystal Effect,Black,5,4,Gas,13.1L/100km,10.3L/100km,58350
